Focus Energy|Normal|Status|30|-1|-1
Bide|Normal|Physical|10|-1|-1
Metronome|Normal|Status|10|-1|-1
Mirror Move|Flying|Status|20|-1|-1
Self-Destruct|Normal|Physical|5|200|100
Egg Bomb|Normal|Physical|10|100|75
Lick|Ghost|Physical|30|30|100
Smog|Poison|Special|20|30|70
Sludge|Poison|Special|20|65|100
Bone Club|Ground|Physical|20|65|85
Fire Blast|Fire|Special|5|110|85
Waterfall|Water|Physical|15|80|100
Clamp|Water|Physical|15|35|85
Swift|Normal|Special|20|60|-1
Skull Bash|Normal|Physical|10|130|100
Spike Cannon|Normal|Physical|15|20|100
Constrict|Normal|Physical|35|10|100
Amnesia|Psychic|Status|20|-1|-1
Kinesis|Psychic|Status|15|-1|80
Soft-Boiled|Normal|Status|10|-1|-1
High Jump Kick|Fighting|Physical|10|130|90
Glare|Normal|Status|30|-1|100
Dream Eater|Psychic|Special|15|100|100
Poison Gas|Poison|Status|40|-1|90
Barrage|Normal|Physical|20|15|85
Leech Life|Bug|Physical|10|80|100
Lovely Kiss|Normal|Status|10|-1|75
Sky Attack|Flying|Physical|5|140|90
Transform|Normal|Status|10|-1|-1
Bubble|Water|Special|30|40|100
Dizzy Punch|Normal|Physical|10|70|100
Spore|Grass|Status|15|-1|100
Flash|Normal|Status|20|-1|100
Psywave|Psychic|Special|15|-1|100
Splash|Normal|Status|40|-1|-1
Acid Armor|Poison|Status|20|-1|-1
Crabhammer|Water|Physical|10|100|90
Explosion|Normal|Physical|5|250|100
Fury Swipes|Normal|Physical|15|18|80
Bonemerang|Ground|Physical|10|50|90
Rest|Psychic|Status|10|-1|-1
Rock Slide|Rock|Physical|10|75|90
Hyper Fang|Normal|Physical|15|80|90
Sharpen|Normal|Status|30|-1|-1
Conversion|Normal|Status|30|-1|-1
Tri Attack|Normal|Special|10|80|100
Super Fang|Normal|Physical|10|-1|90
Slash|Normal|Physical|20|70|100
Substitute|Normal|Status|10|-1|-1
Struggle|Normal|Physical|1|50|-1
Sketch|Normal|Status|1|-1|-1
Triple Kick|Fighting|Physical|10|10|90
Thief|Dark|Physical|25|60|100
Spider Web|Bug|Status|10|-1|-1
Mind Reader|Normal|Status|5|-1|-1
Nightmare|Ghost|Status|15|-1|100
Flame Wheel|Fire|Physical|25|60|100
Snore|Normal|Special|15|50|100
Curse|Ghost|Status|10|-1|-1
Flail|Normal|Physical|15|-1|100
Conversion 2|Normal|Status|30|-1|-1
Aeroblast|Flying|Special|5|100|95
Cotton Spore|Grass|Status|40|-1|100
Reversal|Fighting|Physical|15|-1|100
Spite|Ghost|Status|10|-1|100
Powder Snow|Ice|Special|25|40|100
Protect|Normal|Status|10|-1|-1
Mach Punch|Fighting|Physical|30|40|100
Scary Face|Normal|Status|10|-1|100
Feint Attack|Dark|Physical|20|60|-1
Sweet Kiss|Fairy|Status|10|-1|75
Belly Drum|Normal|Status|10|-1|-1
Sludge Bomb|Poison|Special|10|90|100
Mud-Slap|Ground|Special|10|20|100
Octazooka|Water|Special|10|65|85
Spikes|Ground|Status|20|-1|-1
Zap Cannon|Electric|Special|5|120|50
Foresight|Normal|Status|40|-1|-1
Destiny Bond|Ghost|Status|5|-1|-1
Perish Song|Normal|Status|5|-1|-1
Icy Wind|Ice|Special|15|55|95
Detect|Fighting|Status|5|-1|-1
Bone Rush|Ground|Physical|10|25|90
Lock-On|Normal|Status|5|-1|-1
Outrage|Dragon|Physical|10|120|100
Sandstorm|Rock|Status|10|-1|-1
Giga Drain|Grass|Special|10|75|100
Endure|Normal|Status|10|-1|-1
Charm|Fairy|Status|20|-1|100
Rollout|Rock|Physical|20|30|90
False Swipe|Normal|Physical|40|40|100
Swagger|Normal|Status|15|-1|85
Milk Drink|Normal|Status|10|-1|-1
Spark|Electric|Physical|20|65|100
Fury Cutter|Bug|Physical|20|40|95
Steel Wing|Steel|Physical|25|70|90
Mean Look|Normal|Status|5|-1|-1
Attract|Normal|Status|15|-1|100
Sleep Talk|Normal|Status|10|-1|-1
Heal Bell|Normal|Status|5|-1|-1
Return|Normal|Physical|20|-1|100
Present|Normal|Physical|15|-1|90
Frustration|Normal|Physical|20|-1|100
Safeguard|Normal|Status|25|-1|-1
Pain Split|Normal|Status|20|-1|-1
Sacred Fire|Fire|Physical|5|100|95
Magnitude|Ground|Physical|30|-1|100
Dynamic Punch|Fighting|Physical|5|100|50
Megahorn|Bug|Physical|10|120|85
Dragon Breath|Dragon|Special|20|60|100
Baton Pass|Normal|Status|40|-1|-1
Encore|Normal|Status|5|-1|100
Pursuit|Dark|Physical|20|40|100
Rapid Spin|Normal|Physical|40|50|100
Sweet Scent|Normal|Status|20|-1|100
Iron Tail|Steel|Physical|15|100|75
Metal Claw|Steel|Physical|35|50|95
Vital Throw|Fighting|Physical|10|70|-1
Morning Sun|Normal|Status|5|-1|-1
Synthesis|Grass|Status|5|-1|-1
Moonlight|Fairy|Status|5|-1|-1
Hidden Power|Normal|Special|15|60|100
Cross Chop|Fighting|Physical|5|100|80
Twister|Dragon|Special|20|40|100
Rain Dance|Water|Status|5|-1|-1
Sunny Day|Fire|Status|5|-1|-1
Crunch|Dark|Physical|15|80|100
Mirror Coat|Psychic|Special|20|-1|100
Psych Up|Normal|Status|10|-1|-1
Extreme Speed|Normal|Physical|5|80|100
Ancient Power|Rock|Special|5|60|100
Shadow Ball|Ghost|Special|15|80|100
Future Sight|Psychic|Special|10|120|100
Rock Smash|Fighting|Physical|15|40|100
Whirlpool|Water|Special|15|35|85
Beat Up|Dark|Physical|10|-1|100
Fake Out|Normal|Physical|10|40|100
Uproar|Normal|Special|10|90|100
Stockpile|Normal|Status|20|-1|-1
Spit Up|Normal|Special|10|-1|100
Swallow|Normal|Status|10|-1|-1
Heat Wave|Fire|Special|10|95|90
Hail|Ice|Status|10|-1|-1
Torment|Dark|Status|15|-1|100
Flatter|Dark|Status|15|-1|100
Will-O-Wisp|Fire|Status|15|-1|85
Memento|Dark|Status|10|-1|100
Facade|Normal|Physical|20|70|100
Focus Punch|Fighting|Physical|20|150|100
Smelling Salts|Normal|Physical|10|70|100
Follow Me|Normal|Status|20|-1|-1
Nature Power|Normal|Status|20|-1|-1
Charge|Electric|Status|20|-1|-1
Taunt|Dark|Status|20|-1|100
Helping Hand|Normal|Status|20|-1|-1
Trick|Psychic|Status|10|-1|100
Role Play|Psychic|Status|10|-1|-1
Wish|Normal|Status|10|-1|-1
Assist|Normal|Status|20|-1|-1
Ingrain|Grass|Status|20|-1|-1
Superpower|Fighting|Physical|5|120|100
Magic Coat|Psychic|Status|15|-1|-1
Recycle|Normal|Status|10|-1|-1
Revenge|Fighting|Physical|10|60|100
Brick Break|Fighting|Physical|15|75|100
Yawn|Normal|Status|10|-1|-1
Knock Off|Dark|Physical|20|65|100
Endeavor|Normal|Physical|5|-1|100
Eruption|Fire|Special|5|150|100
Skill Swap|Psychic|Status|10|-1|-1
Imprison|Psychic|Status|10|-1|-1
Refresh|Normal|Status|20|-1|-1
Grudge|Ghost|Status|5|-1|-1
Snatch|Dark|Status|10|-1|-1
Secret Power|Normal|Physical|20|70|100
Dive|Water|Physical|10|80|100
Arm Thrust|Fighting|Physical|20|15|100
Camouflage|Normal|Status|20|-1|-1
Tail Glow|Bug|Status|20|-1|-1
Luster Purge|Psychic|Special|5|70|100
Mist Ball|Psychic|Special|5|70|100
Feather Dance|Flying|Status|15|-1|100
Teeter Dance|Normal|Status|20|-1|100
Blaze Kick|Fire|Physical|10|85|90
Mud Sport|Ground|Status|15|-1|-1
Ice Ball|Ice|Physical|20|30|90
Needle Arm|Grass|Physical|15|60|100
Slack Off|Normal|Status|10|-1|-1
Hyper Voice|Normal|Special|10|90|100
Poison Fang|Poison|Physical|15|50|100
Crush Claw|Normal|Physical|10|75|95
Blast Burn|Fire|Special|5|150|90
Hydro Cannon|Water|Special|5|150|90
Meteor Mash|Steel|Physical|10|90|90
Astonish|Ghost|Physical|15|30|100
Weather Ball|Normal|Special|10|50|100
Aromatherapy|Grass|Status|5|-1|-1
Fake Tears|Dark|Status|20|-1|100
Air Cutter|Flying|Special|25|60|95
Overheat|Fire|Special|5|130|90
Odor Sleuth|Normal|Status|40|-1|-1
Rock Tomb|Rock|Physical|15|60|95
Silver Wind|Bug|Special|5|60|100
Metal Sound|Steel|Status|40|-1|85
Grass Whistle|Grass|Status|15|-1|55
Tickle|Normal|Status|20|-1|100
Cosmic Power|Psychic|Status|20|-1|-1
Water Spout|Water|Special|5|150|100
Signal Beam|Bug|Special|15|75|100
Shadow Punch|Ghost|Physical|20|60|-1
Extrasensory|Psychic|Special|20|80|100
Sky Uppercut|Fighting|Physical|15|85|90
Sand Tomb|Ground|Physical|15|35|85
Sheer Cold|Ice|Special|5|-1|30
Muddy Water|Water|Special|10|90|85
Bullet Seed|Grass|Physical|30|25|100
Aerial Ace|Flying|Physical|20|60|-1
Icicle Spear|Ice|Physical|30|25|100
Iron Defense|Steel|Status|15|-1|-1
Block|Normal|Status|5|-1|-1
Howl|Normal|Status|40|-1|-1
Dragon Claw|Dragon|Physical|15|80|100
Frenzy Plant|Grass|Special|5|150|90
Bulk Up|Fighting|Status|20|-1|-1
Bounce|Flying|Physical|5|85|85
Mud Shot|Ground|Special|15|55|95
Poison Tail|Poison|Physical|25|50|100
Covet|Normal|Physical|25|60|100
Volt Tackle|Electric|Physical|15|120|100
Magical Leaf|Grass|Special|20|60|-1
Water Sport|Water|Status|15|-1|-1
Calm Mind|Psychic|Status|20|-1|-1
Leaf Blade|Grass|Physical|15|90|100
Dragon Dance|Dragon|Status|20|-1|-1
Rock Blast|Rock|Physical|10|25|90
Shock Wave|Electric|Special|20|60|-1
Water Pulse|Water|Special|20|60|100
Doom Desire|Steel|Special|5|140|100
Psycho Boost|Psychic|Special|5|140|90
Roost|Flying|Status|10|-1|-1
Gravity|Psychic|Status|5|-1|-1
Miracle Eye|Psychic|Status|40|-1|-1
Wake-Up Slap|Fighting|Physical|10|70|100
Hammer Arm|Fighting|Physical|10|100|90
Gyro Ball|Steel|Physical|5|-1|100
Healing Wish|Psychic|Status|10|-1|-1
Brine|Water|Special|10|65|100
Natural Gift|Normal|Physical|15|-1|100
Feint|Normal|Physical|10|30|100
Pluck|Flying|Physical|20|60|100
Tailwind|Flying|Status|15|-1|-1
Acupressure|Normal|Status|30|-1|-1
Metal Burst|Steel|Physical|10|-1|100
U-turn|Bug|Physical|20|70|100
Close Combat|Fighting|Physical|5|120|100
Payback|Dark|Physical|10|50|100
Assurance|Dark|Physical|10|60|100
Embargo|Dark|Status|15|-1|100
Fling|Dark|Physical|10|-1|100
Psycho Shift|Psychic|Status|10|-1|100
Trump Card|Normal|Special|5|-1|-1
Heal Block|Psychic|Status|15|-1|100
Wring Out|Normal|Special|5|-1|100
Power Trick|Psychic|Status|10|-1|-1
Gastro Acid|Poison|Status|10|-1|100
Lucky Chant|Normal|Status|30|-1|-1
Me First|Normal|Status|20|-1|-1
Copycat|Normal|Status|20|-1|-1
Power Swap|Psychic|Status|10|-1|-1
Guard Swap|Psychic|Status|10|-1|-1
Punishment|Dark|Physical|5|-1|100
Last Resort|Normal|Physical|5|140|100
Worry Seed|Grass|Status|10|-1|100
Sucker Punch|Dark|Physical|5|70|100
Toxic Spikes|Poison|Status|20|-1|-1
Heart Swap|Psychic|Status|10|-1|-1
Aqua Ring|Water|Status|20|-1|-1
Magnet Rise|Electric|Status|10|-1|-1
Flare Blitz|Fire|Physical|15|120|100
Force Palm|Fighting|Physical|10|60|100
Aura Sphere|Fighting|Special|20|80|-1
Rock Polish|Rock|Status|20|-1|-1
Poison Jab|Poison|Physical|20|80|100
Dark Pulse|Dark|Special|15|80|100
Night Slash|Dark|Physical|15|70|100
Aqua Tail|Water|Physical|10|90|90
Seed Bomb|Grass|Physical|15|80|100
Air Slash|Flying|Special|15|75|95
X-Scissor|Bug|Physical|15|80|100
Bug Buzz|Bug|Special|10|90|100
Dragon Pulse|Dragon|Special|10|85|100
Dragon Rush|Dragon|Physical|10|100|75
Power Gem|Rock|Special|20|80|100
Drain Punch|Fighting|Physical|10|75|100
Vacuum Wave|Fighting|Special|30|40|100
Focus Blast|Fighting|Special|5|120|70
Energy Ball|Grass|Special|10|90|100
Brave Bird|Flying|Physical|15|120|100
Earth Power|Ground|Special|10|90|100
Switcheroo|Dark|Status|10|-1|100
Giga Impact|Normal|Physical|5|150|90
Nasty Plot|Dark|Status|20|-1|-1
Bullet Punch|Steel|Physical|30|40|100
Avalanche|Ice|Physical|10|60|100
Ice Shard|Ice|Physical|30|40|100
Shadow Claw|Ghost|Physical|15|70|100
Thunder Fang|Electric|Physical|15|65|95
Ice Fang|Ice|Physical|15|65|95
Fire Fang|Fire|Physical|15|65|95
Shadow Sneak|Ghost|Physical|30|40|100
Mud Bomb|Ground|Special|10|65|85
Psycho Cut|Psychic|Physical|20|70|100
Zen Headbutt|Psychic|Physical|15|80|90
Mirror Shot|Steel|Special|10|65|85
Flash Cannon|Steel|Special|10|80|100
Rock Climb|Normal|Physical|20|90|85
Defog|Flying|Status|15|-1|-1
Trick Room|Psychic|Status|5|-1|-1
Draco Meteor|Dragon|Special|5|130|90
Discharge|Electric|Special|15|80|100
Lava Plume|Fire|Special|15|80|100
Leaf Storm|Grass|Special|5|130|90
Power Whip|Grass|Physical|10|120|85
Rock Wrecker|Rock|Physical|5|150|90
Cross Poison|Poison|Physical|20|70|100
Gunk Shot|Poison|Physical|5|120|80
Iron Head|Steel|Physical|15|80|100
Magnet Bomb|Steel|Physical|20|60|-1
Stone Edge|Rock|Physical|5|100|80
Captivate|Normal|Status|20|-1|100
Stealth Rock|Rock|Status|20|-1|-1
Grass Knot|Grass|Special|20|-1|100
Chatter|Flying|Special|20|65|100
Judgment|Normal|Special|10|100|100
Bug Bite|Bug|Physical|20|60|100
Charge Beam|Electric|Special|10|50|90
Wood Hammer|Grass|Physical|15|120|100
Aqua Jet|Water|Physical|20|40|100
Attack Order|Bug|Physical|15|90|100
Defend Order|Bug|Status|10|-1|-1
Heal Order|Bug|Status|10|-1|-1
Head Smash|Rock|Physical|5|150|80
Double Hit|Normal|Physical|10|35|90
Roar of Time|Dragon|Special|5|150|90
Spacial Rend|Dragon|Special|5|100|95
Lunar Dance|Psychic|Status|10|-1|-1
Crush Grip|Normal|Physical|5|-1|100
Magma Storm|Fire|Special|5|100|75
Dark Void|Dark|Status|10|-1|50
Seed Flare|Grass|Special|5|120|85
Ominous Wind|Ghost|Special|5|60|100
Shadow Force|Ghost|Physical|5|120|100
Hone Claws|Dark|Status|15|-1|-1
Wide Guard|Rock|Status|10|-1|-1
Guard Split|Psychic|Status|10|-1|-1
Power Split|Psychic|Status|10|-1|-1
Wonder Room|Psychic|Status|10|-1|-1
Psyshock|Psychic|Special|10|80|100
Venoshock|Poison|Special|10|65|100
Autotomize|Steel|Status|15|-1|-1
Rage Powder|Bug|Status|20|-1|-1
Telekinesis|Psychic|Status|15|-1|-1
Magic Room|Psychic|Status|10|-1|-1
Smack Down|Rock|Physical|15|50|100
Storm Throw|Fighting|Physical|10|60|100
Flame Burst|Fire|Special|15|70|100
Sludge Wave|Poison|Special|10|95|100
Quiver Dance|Bug|Status|20|-1|-1
Heavy Slam|Steel|Physical|10|-1|100
Synchronoise|Psychic|Special|10|120|100
Electro Ball|Electric|Special|10|-1|100
Soak|Water|Status|20|-1|100
Flame Charge|Fire|Physical|20|50|100
Coil|Poison|Status|20|-1|-1
Low Sweep|Fighting|Physical|20|65|100
Acid Spray|Poison|Special|20|40|100
Foul Play|Dark|Physical|15|95|100
Simple Beam|Normal|Status|15|-1|100
Entrainment|Normal|Status|15|-1|100
After You|Normal|Status|15|-1|-1
Round|Normal|Special|15|60|100
Echoed Voice|Normal|Special|15|40|100
Chip Away|Normal|Physical|20|70|100
Clear Smog|Poison|Special|15|50|-1
Stored Power|Psychic|Special|10|20|100
Quick Guard|Fighting|Status|15|-1|-1
Ally Switch|Psychic|Status|15|-1|-1
Scald|Water|Special|15|80|100
Shell Smash|Normal|Status|15|-1|-1
Heal Pulse|Psychic|Status|10|-1|-1
Hex|Ghost|Special|10|65|100
Sky Drop|Flying|Physical|10|60|100
Shift Gear|Steel|Status|10|-1|-1
Circle Throw|Fighting|Physical|10|60|90
Incinerate|Fire|Special|15|60|100
Quash|Dark|Status|15|-1|100
Acrobatics|Flying|Physical|15|55|100
Reflect Type|Normal|Status|15|-1|-1
Retaliate|Normal|Physical|5|70|100
Final Gambit|Fighting|Special|5|-1|100
Bestow|Normal|Status|15|-1|-1
Inferno|Fire|Special|5|100|50
Water Pledge|Water|Special|10|80|100
Fire Pledge|Fire|Special|10|80|100
Grass Pledge|Grass|Special|10|80|100
Volt Switch|Electric|Special|20|70|100
Struggle Bug|Bug|Special|20|50|100
Bulldoze|Ground|Physical|20|60|100
Frost Breath|Ice|Special|10|60|90
Dragon Tail|Dragon|Physical|10|60|90
Work Up|Normal|Status|30|-1|-1
Electroweb|Electric|Special|15|55|95
Wild Charge|Electric|Physical|15|90|100
Drill Run|Ground|Physical|10|80|95
Dual Chop|Dragon|Physical|15|40|90
Heart Stamp|Psychic|Physical|25|60|100
Horn Leech|Grass|Physical|10|75|100
Sacred Sword|Fighting|Physical|15|90|100
Razor Shell|Water|Physical|10|75|95
Heat Crash|Fire|Physical|10|-1|100
Leaf Tornado|Grass|Special|10|65|90
Steamroller|Bug|Physical|20|65|100
Cotton Guard|Grass|Status|10|-1|-1
Night Daze|Dark|Special|10|85|95
Psystrike|Psychic|Special|10|100|100
Tail Slap|Normal|Physical|10|25|85
Hurricane|Flying|Special|10|110|70
Head Charge|Normal|Physical|15|120|100
Gear Grind|Steel|Physical|15|50|85
Searing Shot|Fire|Special|5|100|100
Techno Blast|Normal|Special|5|120|100
Relic Song|Normal|Special|10|75|100
Secret Sword|Fighting|Special|10|85|100
Glaciate|Ice|Special|10|65|95
Bolt Strike|Electric|Physical|5|130|85
Blue Flare|Fire|Special|5|130|85
Fiery Dance|Fire|Special|10|80|100
Freeze Shock|Ice|Physical|5|140|90
Ice Burn|Ice|Special|5|140|90
Snarl|Dark|Special|15|55|95
Icicle Crash|Ice|Physical|10|85|90
V-create|Fire|Physical|5|180|95
Fusion Flare|Fire|Special|5|100|100
Fusion Bolt|Electric|Physical|5|100|100
Flying Press|Fighting|Physical|10|100|95
Mat Block|Fighting|Status|10|-1|-1
Belch|Poison|Special|10|120|90
Rototiller|Ground|Status|10|-1|-1
Sticky Web|Bug|Status|20|-1|-1
Fell Stinger|Bug|Physical|25|50|100
Phantom Force|Ghost|Physical|10|90|100
Trick-or-Treat|Ghost|Status|20|-1|100
Noble Roar|Normal|Status|30|-1|100
Ion Deluge|Electric|Status|25|-1|-1
Parabolic Charge|Electric|Special|20|65|100
Forest's Curse|Grass|Status|20|-1|100
Petal Blizzard|Grass|Physical|15|90|100
Freeze-Dry|Ice|Special|20|70|100
Disarming Voice|Fairy|Special|15|40|-1
Parting Shot|Dark|Status|20|-1|100
Topsy-Turvy|Dark|Status|20|-1|-1
Draining Kiss|Fairy|Special|10|50|100
Crafty Shield|Fairy|Status|10|-1|-1
Flower Shield|Fairy|Status|10|-1|-1
Grassy Terrain|Grass|Status|10|-1|-1
Misty Terrain|Fairy|Status|10|-1|-1
Electrify|Electric|Status|20|-1|-1
Play Rough|Fairy|Physical|10|90|90
Fairy Wind|Fairy|Special|30|40|100
Moonblast|Fairy|Special|15|95|100
Boomburst|Normal|Special|10|140|100
Fairy Lock|Fairy|Status|10|-1|-1
King's Shield|Steel|Status|10|-1|-1
Play Nice|Normal|Status|20|-1|-1
Confide|Normal|Status|20|-1|-1
Diamond Storm|Rock|Physical|5|100|95
Steam Eruption|Water|Special|5|110|95
Hyperspace Hole|Psychic|Special|5|80|-1
Water Shuriken|Water|Special|20|15|100
Mystical Fire|Fire|Special|10|75|100
Spiky Shield|Grass|Status|10|-1|-1
Aromatic Mist|Fairy|Status|20|-1|-1
Eerie Impulse|Electric|Status|15|-1|100
Venom Drench|Poison|Status|20|-1|100
Powder|Bug|Status|20|-1|100
Geomancy|Fairy|Status|10|-1|-1
Magnetic Flux|Electric|Status|20|-1|-1
Happy Hour|Normal|Status|30|-1|-1
Electric Terrain|Electric|Status|10|-1|-1
Dazzling Gleam|Fairy|Special|10|80|100
Celebrate|Normal|Status|40|-1|-1
Hold Hands|Normal|Status|40|-1|-1
Baby-Doll Eyes|Fairy|Status|30|-1|100
Nuzzle|Electric|Physical|20|20|100
Hold Back|Normal|Physical|40|40|100
Infestation|Bug|Special|20|20|100
Power-Up Punch|Fighting|Physical|20|40|100
Oblivion Wing|Flying|Special|10|80|100
Thousand Arrows|Ground|Physical|10|90|100
Thousand Waves|Ground|Physical|10|90|100
Land's Wrath|Ground|Physical|10|90|100
Light of Ruin|Fairy|Special|5|140|90
Origin Pulse|Water|Special|10|110|85
Precipice Blades|Ground|Physical|10|120|85
Dragon Ascent|Flying|Physical|5|120|100
Hyperspace Fury|Dark|Physical|5|100|-1
Breakneck Blitz|Normal|Physical|1|-1|-1
Breakneck Blitz|Normal|Special|1|-1|-1
All-Out Pummeling|Fighting|Physical|1|-1|-1
All-Out Pummeling|Fighting|Special|1|-1|-1
Supersonic Skystrike|Flying|Physical|1|-1|-1
Supersonic Skystrike|Flying|Special|1|-1|-1
Acid Downpour|Poison|Physical|1|-1|-1
Acid Downpour|Poison|Special|1|-1|-1
Tectonic Rage|Ground|Physical|1|-1|-1
Tectonic Rage|Ground|Special|1|-1|-1
Continental Crush|Rock|Physical|1|-1|-1
Continental Crush|Rock|Special|1|-1|-1
Savage Spin-Out|Bug|Physical|1|-1|-1
Savage Spin-Out|Bug|Special|1|-1|-1
Never-Ending Nightmare|Ghost|Physical|1|-1|-1
Never-Ending Nightmare|Ghost|Special|1|-1|-1
Corkscrew Crash|Steel|Physical|1|-1|-1
Corkscrew Crash|Steel|Special|1|-1|-1
Inferno Overdrive|Fire|Physical|1|-1|-1
Inferno Overdrive|Fire|Special|1|-1|-1
Hydro Vortex|Water|Physical|1|-1|-1
Hydro Vortex|Water|Special|1|-1|-1
Bloom Doom|Grass|Physical|1|-1|-1
Bloom Doom|Grass|Special|1|-1|-1
Gigavolt Havoc|Electric|Physical|1|-1|-1
Gigavolt Havoc|Electric|Special|1|-1|-1
Shattered Psyche|Psychic|Physical|1|-1|-1
Shattered Psyche|Psychic|Special|1|-1|-1
Subzero Slammer|Ice|Physical|1|-1|-1
Subzero Slammer|Ice|Special|1|-1|-1
Devastating Drake|Dragon|Physical|1|-1|-1
Devastating Drake|Dragon|Special|1|-1|-1
Black Hole Eclipse|Dark|Physical|1|-1|-1
Black Hole Eclipse|Dark|Special|1|-1|-1
Twinkle Tackle|Fairy|Physical|1|-1|-1
Twinkle Tackle|Fairy|Special|1|-1|-1
Catastropika|Electric|Physical|1|210|-1
Shore Up|Ground|Status|10|-1|-1
First Impression|Bug|Physical|10|90|100
Baneful Bunker|Poison|Status|10|-1|-1
Spirit Shackle|Ghost|Physical|10|80|100
Darkest Lariat|Dark|Physical|10|85|100
Sparkling Aria|Water|Special|10|90|100
Ice Hammer|Ice|Physical|10|100|90
